content,content_cleaned,label,predicted_label
"Ok, honestly I dont see why everybody thinks this is so great. Its really not. There were two good things that came out of this movie 1. Jack's performance, he was very good I can tip my hat for him. 2. Danny's performance, he was good. No other then that it got pretty stupid. And, what was Stanley Kubrick thinking drafting Shelly as the Wendy? She was so bad. She looked the same every time she got scared. The problem with this movie was the ending. I would have had more respect for it if Kubrick would have ended it differently. And, the over all movie was just stupid. The problem with the movie is that the book was so much better. So dont see the movie read the book and you will be much better off. 3/10.",ok honestly not everybody think great good thing come movie 1 Jack performance good tip hat 2 Danny performance good get pretty stupid Stanley Kubrick think draft Shelly Wendy bad look time get scar problem movie ending respect Kubrick end differently movie stupid problem movie book well not movie read book well 3/10,negative,positive
"This movie was rented by a friend. Her choice is normally good. I read the cover first and was expecting a good movie. Although it<br /><br />was a horror movie. Which i don't prefer. But no horror came to mind while watching the movie. It was a dull,<br /><br />not very entertaining movie. The appearance of Denise Richards<br /><br />was again a pleasure for the eye. But that's it. We (the four of us)<br /><br />we're a little bit disappointed. But feel free to see this movie and<br /><br />judge it yourself.","movie rent friend choice normally good read cover expect good movie < br /><br />was horror movie prefer horror come mind watch movie dull,<br /><br />not entertaining movie appearance Denise Richards < br /><br />was pleasure eye us)<br /><br />we're little bit disappointed feel free movie < br /><br />judge",negative,positive
"I just watched this film 15 minutes ago, and I still have no idea what I just watched. Mainly I think it's a film about an internet S&M ""star"" of CD Roms that are about as realistic as flash cartoons online. She's murdered by someone, which causes her sister and a crack team of 2 FBI agents to investigate the death. The local homicide division of Big City, USA is also investigating, though most of his work comes by the way of oogling the CD ROMs which he claims are as realistic ""as the real thing"". I know. Wow.<br /><br />Michael Madsen is the only one in the film that has any kind of credits behind him. He's in the film for about 15 minutes, and half of that is him banging the main girl for seemingly no apparent reason. I won't even explain the ending, because quite frankly I can't make it out myself. But before the final scene, we're treated to a 3 or 4 minute montage of everything in the film. Honestly, they could have ran that then the final scene and it would have been the same effect with the cross eyed direction and all.<br /><br />All in all, stay away from this film. I got it because I love bad movies and I love Michael Madsen. I really could have used that 80 some minutes on something else and have been more satisfied. Like, playing that game with a knife where you jab at your hand repeatedly. That for 80 minutes would be much more entertaining.",watch film 15 minute ago idea watch mainly think film internet S&M star cd rom realistic flash cartoon online murder cause sister crack team 2 FBI agent investigate death local homicide division Big City USA investigate work come way oogle CD rom claim realistic real thing know Wow.<br /><br />Michael Madsen film kind credit film 15 minute half bang main girl seemingly apparent reason will explain ending frankly final scene treat 3 4 minute montage film honestly run final scene effect cross eyed direction all.<br /><br />all stay away film get love bad movie love Michael Madsen 80 minute satisfied like play game knife jab hand repeatedly 80 minute entertaining,negative,positive
"I stole this movie when I was a freshmen in college. I've tried to watch it three times, the second two because friends wanted to see it. ""Sweet, Adam Sandler, I've never heard of this movie, but since he's so funny its gotta be funny."" Wrong! I can't make myself watch this pile of crap after the dream boxing match/insult war, where burning the guy with a good zinger causes your opponent physical pain. You would think that terrible comedy hurting you is ridiculous, but after watching this you'll know its true. This movie isn't worth the price I paid for it. I've watched a ton of Steven segal movies, and I've even watched Crossroads twice... but I still couldn't watch this.",steal movie freshman college try watch time second friend want sweet Adam Sandler hear movie funny get to funny wrong watch pile crap dream boxing match insult war burn guy good zinger cause opponent physical pain think terrible comedy hurt ridiculous watch know true movie worth price pay watch ton Steven segal movie watch Crossroads twice watch,negative,positive
"The script for this Columbo film seemed to be pulled right out of a sappy 1980's soap opera. Deeply character-driven films are great, but only if the characters are compelling. And in this film the only thing compelling was my desire to change the channel. The villain's dialog sounds as if it were written by a romance novelist. The great Lt. Columbo himself is no where near his famous, lovable, self-effacing, crumpled self; and the bride/kidnap victim is a whimpering, one-dimensional damsel-in-distress (she cowers in fear from a tiny scalpel held flimsily in the hand of her abductor - come on!!! I could have knocked the scalpel out of his hand and kicked him in the you-know-what in 2 seconds). In any sense of reality, this character would have at least TRIED to struggle or fight back at least a little. And speaking of reality....the story revolves around a kidnapping which is worked and solved by the police. The POLICE?? Give me a break. Everyone knows the FBI takes over EVERY kidnapping case. This was NO Columbo, just a shallow and totally predictable crime drama with our familiar Lt. Columbo written in and stretched to 2 hours.",script columbo film pull right sappy 1980 soap opera deeply character drive film great character compelling film thing compelling desire change channel villain dialog sound write romance novelist great Lt Columbo near famous lovable self effacing crumpled self bride kidnap victim whimpering dimensional damsel distress cower fear tiny scalpel hold flimsily hand abductor come knock scalpel hand kick know 2 second sense reality character try struggle fight little speak reality story revolve kidnapping work solve police POLICE break know FBI take kidnapping case Columbo shallow totally predictable crime drama familiar Lt Columbo write stretch 2 hour,negative,positive
"SPOILER: The young lover, Jed, is kicked out by the spinster, Kate (Andie McDowell), because she wrongly believes that Jed is having an affair with one of her two catty girlfriends. Kate thought she caught them en flagrante delicto. Kate throws Jed's shoes out the door. Jed reluctantly leaves, and then sits in the middle of the road to put his shoes on. Then he gets run over (""Crushed"", one of the meaning of the title) by a truck. And dies.<br /><br />""And then he gets run over by a truck."" Can you imagine a screenwriter actually submitting a script with this plot element? Up to then, its a comedy that intends to be frothy, but lacks any real fizz. Everybody but Jed is just annoying. And then they kill Jed, and everybody's sad, until the end where the gals learn to love one another and be supportive, instead of destructive. I give it 2 ugh's.","SPOILER young lover Jed kick spinster Kate Andie McDowell wrongly believe Jed have affair catty girlfriend Kate think catch en flagrante delicto Kate throw Jed shoe door Jed reluctantly leave sit middle road shoe get run crush meaning title truck dies.<br /><br />""and get run truck imagine screenwriter actually submit script plot element comedy intend frothy lack real fizz everybody Jed annoying kill Jed everybody sad end gal learn love supportive instead destructive 2 ugh",negative,positive
"Saw this late one night on cable. At the time I didn't know that the girl billed as ""Shannon Wilsey"" was actually porn star Savannah, but she was so beautiful (and got naked so often, thank God) that I actually sat through this brain-rotting drivel. I like cheesy flicks as much as the next guy--more than the next guy, actually--but this was way beyond cheesy and more into rancid. The truly annoying overacting by the mad scientist and the director's, writers' and special effects people's virtually total incompetence detracts from the gratuitous nudity that is the movie's only saving grace. Savannah, before she turned into the plasticized Barbie Doll she became as a porn queen, is really interesting to watch--she's drop-dead gorgeous, bursts into uncontrollable giggling at times, glances off-camera and laughs and just generally seems to be having a really good time, which is more than can be said for the audience. For even though Savannah and her colleagues spend a fair amount of this picture naked, it still can't hide the fact that this is an incredibly stupid, badly made and annoying movie. If you know someone who has it on video, or if it comes on cable some night, check it out, but don't waste your money on a rental.",see late night cable time know girl bill Shannon Wilsey actually porn star Savannah beautiful get naked thank God actually sit brain rot drivel like cheesy flick guy guy actually way cheesy rancid truly annoying overacting mad scientist director writer special effect people virtually total incompetence detract gratuitous nudity movie save grace Savannah turn plasticize Barbie Doll porn queen interesting watch drop dead gorgeous burst uncontrollable giggle time glance camera laugh generally have good time say audience Savannah colleague spend fair picture naked hide fact incredibly stupid badly annoying movie know video come cable night check waste money rental,negative,positive
"How could I best express my feelings about this movie: hideous? a headache? lack of coherent writing? plain stupidity? Try all of the above for this travesty. And that just for the direction.<br /><br />Story? Well I guess there is a story. Two dumb blondes look for a job after they crash a plane into a golf course. They are mistaken for a 'world renounced assassin' (sarcasm) and are 'hired' by two 'mobsters'. One thinks ""taking him out"" means a date, and the other gets the minor actor she dreams of. And of course, the turtle reserve for the farting turtle, that they build with the casino winnings.<br /><br />Sounds likes all this could be funny? Guess again. They try to make it funny, but its not. Filming sequences aren't well done. I've seen better filming in Hong Kong movies. Visuals are average for a late 80s film. But the problem is that its a 2007 movie.<br /><br />Not worth my time to ever watch this again. It still doesn't beat Danny Glover's ""Out"" movie from the early 80s as the worst movie of all time, but then again that film is in a class of its own. ""F""",well express feeling movie hideous headache lack coherent writing plain stupidity try travesty direction.<br /><br />Story guess story dumb blonde look job crash plane golf course mistake world renounce assassin sarcasm hire mobster think take mean date get minor actor dream course turtle reserve fart turtle build casino winnings.<br /><br />Sounds like funny guess try funny filming sequence see well filming Hong Kong movie visual average late 80 film problem 2007 movie.<br /><br />not worth time watch beat Danny Glover movie early 80 bad movie time film class f,negative,positive
"I watched this movie recently together with my sister who likes the performances of Sophia Loren. I'm a person who they call a Cultural Barbarian. I hate art in any kind of shape or form. Rambo is more my kind of movie, action, kills, blood, horror. If you recognize yourself in this avoid this movie like the plague. No one dies, no action, no nudity, nothing of the kind. Let me give you a résumé in a few sentences. It starts out with 5 minutes in black and white Nazi propaganda. Every Italian in a housing block attends a parade in honor of Hitler, except for a housewife, an anti fascist and a caretaker. The housewife who is cheated by her husband, meets the anti fascist. She falls in love with him, wants to make love to him, but the anti fascist is gay. Despite of this they make love with each other. At the end of the day, the housewife reads a book from her gay lover, and the guy himself is deported by agents. The end. You want an even shorter résumé? BORING... That short enough? The guy should have used his gun in the beginning of this movie and shoot himself, to save the audience from this atrocity. On a side note my sister loved this movie. Like I said, I'm a Cultural Barbarian...",watch movie recently sister like performance Sophia Loren person Cultural Barbarian hate art kind shape form Rambo kind movie action kill blood horror recognize avoid movie like plague die action nudity kind let résumé sentence start 5 minute black white nazi propaganda italian housing block attend parade honor Hitler housewife anti fascist caretaker housewife cheat husband meet anti fascist fall love want love anti fascist gay despite love end day housewife read book gay lover guy deport agent end want shorter résumé BORING short guy gun beginning movie shoot save audience atrocity note sister love movie like say Cultural Barbarian,negative,positive
"This film is predictable; it is more predictable then a Vinnie Testaverdi pass, when he huts the ball for the Jets. One saw the ending coming up halfway through the film. The politics reminds me when I was back east. Many people know when the fix is in. I gave this four because of the acting, but the story is lame.",film predictable predictable Vinnie Testaverdi pass hut ball Jets see ending come halfway film politic remind east people know fix give acting story lame,negative,positive
"I wanted to punch the TV. Watching it was torture. I hated it. Never watch this movie. The terrorists are annoying. Adam Sandler is annoying. I normally like him but not in this one. I wanted to break the DVD. This is the most irritating film in the world. The comedian he's jealous of is obnoxious. The only remotely funny part is the rocker with the black teeth getting all the girls. It was so irritating I wanted to punch the TV. DO NOT BUY THIS MOVIE UNLESS YOU WANT TO ANNOY SOMEONE. If you even like Adam Sandler a little bit, Don't buy it. It will just make you hate him. Do yourself a favor, if you see it in the store, hide it to put everyone out of danger of buying it. Its a waste of the $1.99 I paid for it.",want punch tv watch torture hat watch movie terrorist annoying Adam Sandler annoying normally like want break dvd irritate film world comedian jealous obnoxious remotely funny rocker black tooth get girl irritate want punch tv buy movie want annoy like Adam Sandler little bit buy hate favor store hide danger buy waste $ 1.99 pay,negative,positive
"I read Rice's novel with interest, and became quite enchanted with its characters and heartbreaking tale based on historical truths.<br /><br />However, I was simply APPALLED at this disastrous adaptation. The casting was based merely on physical appearance, and not acting talent (with the obvious exception of Peter Gallagher, who was neither blond-haired, or able to act his way out of a wet paper bag). The cast's embarrassingly clumsy and inconsistent attempts at affecting a French accent was hilarious, but not in an entertaining way. I found myself wincing through this muddled and melodramatic tripe, and was surprised I made it to the end.<br /><br />A warning to fans of the novel - stay away from this one.",read Rice novel interest enchant character heartbreaking tale base historical truths.<br /><br />However simply appalled disastrous adaptation casting base merely physical appearance act talent obvious exception Peter Gallagher blond haired able act way wet paper bag cast embarrassingly clumsy inconsistent attempt affect french accent hilarious entertaining way find wince muddled melodramatic tripe surprised end.<br /><br />A warning fan novel stay away,negative,positive
"From the very beginning, the political theme of this film is so obvious and heavy handed, that the outcome is entirely predictable. Any good textbook on writing screenplays will advise layering of characters, incorporating character arcs, and three act structure. In this film you will find none of that. The police are the baddies, and consequently are shown as shallow, incompetent and cowards. It never seems to occur to the makers of this film that police might be honourable citizens who see joining the police as a good way to contribute to the wellbeing of society.<br /><br />The viewer gets no opportunity to make up his or her mind on whether Ned Kelly is a good guy or a ruthless villain. The film opens with him being arrested for stealing a horse, but we get no clue as to his guilt or innocence. We see him walk through the door of a gaol, but only know that he has been inside for three years when we hear this much later in some dialogue.<br /><br />This film contains many shots of Ned looking at the camera with a serious expression. I found the film a real chore to watch. It is the direction for modern films, and this one put me off watching any more.",beginning political theme film obvious heavy handed outcome entirely predictable good textbook write screenplay advise layering character incorporate character arc act structure film find police baddie consequently show shallow incompetent coward occur maker film police honourable citizen join police good way contribute wellbeing society.<br /><br />The viewer get opportunity mind Ned Kelly good guy ruthless villain film open arrest steal horse clue guilt innocence walk door gaol know inside year hear later dialogue.<br /><br />This film contain shot Ned look camera expression find film real chore watch direction modern film watch,negative,positive
"Seriously, I mean very seriously, when I first started watching the show I thought it was good. But the plots just got worse. The storyline were either too boring or predictable. George isn't always funny, he sometimes acts stupid. His jokes are overdone. His mom is the silliest character of the show. How can a mother treat her own son that way, okay if it was the daughter in law, but this was her own son. I give this show a 4/10 just because the first few shows were a little funny. The actors Constance Marie and Masiela Lusha do a great job. Don't know how these shows get to play for so long. <br /><br />If you're really bored like I was and have nothing else to watch, I'd suggest you watch this.",seriously mean seriously start watch think good plot get bad storyline boring predictable George funny act stupid joke overdone mom silly character mother treat son way okay daughter law son 4/10 show little funny actor Constance Marie Masiela Lusha great job know show play long < br /><br />if bored like watch suggest watch,negative,positive
"In my book ""Basic Instinct"" was a perfect film. It had outstanding acting on the parts of Stone, Douglas and all the supporting actors to the tiniest role. It had marvelous photography, music and the noirest noir script ever. All of it adding up to a film that is as good as it will ever get!<br /><br />This sequel is the exact opposite, it cannot possibly get worse, bad acting and a lame script, combined with totally inept direction, this is really bad, boring, annoying. The only thing that somewhat keeps you concentrated is the relatively short wait for the next scene that is an exact re-enacted copy of the original. These copies are so bad they make you laugh and I laughed a lot in spite of myself, because it was like watching the demolishing of a shining monument. The only thing that is good in this horrible mess are the excerpts of the Jerry Goldsmith score of BI1. Michael Caton-Jones and the half-wit responsible for the script even included the ""There is no smoking in this room"" dialog in the interrogation scene and yes she sends her attorney (who is now a solicitor) away! <br /><br />I am sorry I have seen this awful film that should have never been made! It does damage to the original, so bad is it. The only redeeming value is the realization that cosmetic surgery (and I am sure Ms Stone afforded the best surgeon money can buy) can do a good job but can obviously not restore the perfection of the original. And what concerns the human body applies to film-making, too. There should be a law: Don't ever make a sequel to a perfect film!",book Basic Instinct perfect film outstanding act part Stone Douglas support actor tiny role marvelous photography music noir noir script add film good get!<br /><br />This sequel exact opposite possibly bad bad acting lame script combine totally inept direction bad boring annoying thing somewhat keep concentrate relatively short wait scene exact enact copy original copy bad laugh laugh lot spite like watch demolishing shin monument thing good horrible mess excerpt Jerry Goldsmith score BI1 Michael Caton Jones half wit responsible script include smoking room dialog interrogation scene yes send attorney solicitor away < br /><br />I sorry see awful film damage original bad redeem value realization cosmetic surgery sure Ms Stone afford good surgeon money buy good job obviously restore perfection original concern human body apply film making law sequel perfect film,negative,positive
"Chilly, alienating adaptation of Rebecca West's book about an Army Captain returning from duty in WWII with his memory impaired (now there's an original idea!). It seems he remembers old flame Glenda Jackson but not current wife Julie Christie, which should be enough to set off some emotional sparks. This extremely well-cast soaper brings together leading man Alan Bates with director Alan Bridges and co-stars Jackson, Christie, Ann-Margret, and Ian Holm, but the burners are all on low. There are a handful of good scenes (particularly whenever Jackson is on-screen), but Bridges' pacing is unrelievedly sluggish and the film's dulled-out color is enervating. Long on the shelf, this ""Soldier"" is best left forgotten. *1/2 from ****",chilly alienate adaptation Rebecca West book Army Captain return duty WWII memory impaired original idea remember old flame Glenda Jackson current wife Julie Christie set emotional spark extremely cast soaper bring lead man Alan Bates director Alan Bridges co stars Jackson Christie Ann Margret Ian Holm burner low handful good scene particularly Jackson screen Bridges pacing unrelievedly sluggish film dull color enervate long shelf Soldier well leave forget 1/2,negative,positive
"This show stinks. For parents, they usually want their kids to watch something good for them. It is usually educational, funny, and bright.<br /><br />Is it educational? No. the Doodlebops sing and that's it. They usually sing about themselves, they don't try teaching anything.<br /><br />Is it funny? No. The Doodlebops instead say something which is not intended as a joke, and laugh at it.<br /><br />Is it bright? It's so bright, it's painful. As far as color,s everything is extremely bright, so that's good. But NOTHING is ever wrong in the world of the Doodlebop's. Therefore, they are always happy. a kid in trouble will become depressed because they have never been exposed to being sad.<br /><br />The show is also extremely cheesy. Every syllable is said to the highest level of exaggeration and very corny. It's overkill.<br /><br />For kids, it's entertaining, but past the age of 2 you won't want your kids to see it. They'll never know how to grow up.",stink parent usually want kid watch good usually educational funny bright.<br /><br />is educational Doodlebops sing usually sing try teach anything.<br /><br />Is funny Doodlebops instead intend joke laugh it.<br /><br />Is bright bright painful far color s extremely bright good wrong world Doodlebop happy kid trouble depressed expose sad.<br /><br />The extremely cheesy syllable say high level exaggeration corny overkill.<br /><br />For kid entertaining past age 2 will want kid know grow,negative,positive
My children watch the show everyday that its on. Its a great program for younger children. However they need to stop showing re-runs and do some more actual shows and get rid of Rooney's and Deedee's YELLOW TEETH. Moe is the only Doodle bop with clean white pearlie teeth and the children notice these things and ask if the 2 don't ever brush their teeth? Does the show ever make its way to the United States and if so where can we find its schedule at. And one other thing if we might be able to add. Moe you need to stop hiding so much. Sometimes when you pop up out of no where you scare the younger children and whats with the pulling of the rope? What does that signify? other then getting wet all the time. They need to add newer things to their show instead of the same ole same ole. Kids loose interest that way.,child watch everyday great program young child need stop show run actual show rid Rooney Deedee YELLOW TEETH moe doodle bop clean white pearlie tooth child notice thing ask 2 brush tooth way United States find schedule thing able add moe need stop hide pop scare young child s pulling rope signify get wet time need add new thing instead ole ole kid loose interest way,negative,positive
"OK, the movie is good but I give it a 1 because the idea of a computer virus becoming an organic virus is pure fairy tale. This kind of crap just adds to those uncomputer savvy moron's paranoid delusions that a computer virus is exactly like an organic virus. First of all, strings of code and dozens of 1s and 0s add up to computer virus. An organic virus is much more complex, even though it's way tinier. Though, it's considered one of the simplest forms in the universe, organic virus's attach burrow into your cells and attach themselves to the RNA, then change your own RNA code. Explain to me how something like that could be processed from a monitor? Maybe the radiation has some effect on the user's cornea that turns your eyeballs into these viruses? I could see that, but obviously, the writer didn't think of that.",ok movie good 1 idea computer virus organic virus pure fairy tale kind crap add uncomputer savvy moron paranoid delusion computer virus exactly like organic virus string code dozen 1s 0s add computer virus organic virus complex way tiny consider simple form universe organic virus attach burrow cell attach RNA change RNA code explain like process monitor maybe radiation effect user cornea turn eyeball virus obviously writer think,negative,positive
"Hines and Goforth, the perpetrators of this crime, begin on the wrong foot first step, by assuming that Wells wrote Gothic horror and that all of his lines are meant to be taken seriously. That simply isn't true. Wells was very much an inheritor of the Enlightenment, and his main concern was that Victorian self-satisfaction might leave the British unprepared for the world the new technology could produce - both the good and the bad.<br /><br />Two terrible consequences follow - the protagonist is portrayed as a wimpy screamer (I was reminded of Fay Wray in the original King Kong), rather than a man struggling to live out the ironies of an unbelievable catastrophe; and the dialog reeks of 'Victorianisms' uttered seriously that Welles clearly meant to be taken tongue in cheek.<br /><br />All of this looks suspiciously like Ed Wood with an enormous budget to waste on CGI effects - which by the way are so poorly accomplished, the Warner Bros. cartoon factory of the 1940s could have done a better job. (Gobs of spattered blood looked like red balloons, I expected them to float away any minute.) Think The Yellow Submarine as done by the old EC Comics.<br /><br />Worse yet is the loss of theme, which robs the film of any reason to exist. Although the makers of this film return the story to its Victorian era, they utterly miss the uncanny way Wells' story predicted many of the horrors of the First World War - a fact not unnoticed by Wells himself, who, after the war, reworked the theme in The Shape of Things to Come.<br /><br />Without any theme, all we have here are a lot of people running around getting blasted into cartoon balloons, when they're not trying out for a high school production of a drunken student's rewrite of Macbeth.<br /><br />Really, this is the worst, most senseless piece of drivel I have suffered through since a friend talked me into seeing the Eastern European cartoon ""Fantastic Planet"" thirty years ago. That film was so pretentiously dull, my friend and I and two total strangers gave up ridiculing it about half-way through, and sat near the screen playing cards, using the movie as light by which to see the cards - its only usefulness, as far as any of us could tell.<br /><br />But I already have electric lighting in my apartment, so I didn't need this put-down of Wells for anything.<br /><br />Do not avoid this film - steal every copy you can (don't pay a cent) and burn each and every one of them. God in his wisdom created us just for this purpose.",Hines Goforth perpetrator crime begin wrong foot step assume Wells write Gothic horror line mean take seriously simply true Wells inheritor Enlightenment main concern victorian self satisfaction leave british unprepared world new technology produce good bad.<br /><br />two terrible consequence follow protagonist portray wimpy screamer remind Fay Wray original King Kong man struggle live irony unbelievable catastrophe dialog reek victorianism utter seriously Welles clearly mean take tongue cheek.<br /><br />All look suspiciously like Ed Wood enormous budget waste CGI effect way poorly accomplish Warner Bros. cartoon factory 1940 well job Gobs spatter blood look like red balloon expect float away minute think Yellow Submarine old EC Comics.<br /><br />worse loss theme rob film reason exist maker film return story victorian era utterly miss uncanny way Wells story predict horror World War fact unnoticed Wells war rework theme Shape Things Come.<br /><br />without theme lot people run getting blast cartoon balloon try high school production drunken student rewrite Macbeth.<br /><br />really bad senseless piece drivel suffer friend talk see eastern european cartoon Fantastic Planet thirty year ago film pretentiously dull friend total stranger give ridicule half way sit near screen playing card movie light card usefulness far tell.<br /><br />But electric lighting apartment need Wells anything.<br /><br />Do avoid film steal copy pay cent burn God wisdom create purpose,negative,positive
"Oh man. If you want to give your internal Crow T. Robot a real workout, this is the movie to pop into the ol' VCR. The potential for cut-up lines in this film is just endless.<br /><br />(Minor spoilers ahead. Hey, do you really care if a film of this quality is ""spoiled?"") Traci is a girl with a problem. Psychology has developed names for it when a child develops a sexual crush on the opposite-sex parent. But this girl seems to have one for her same-sex one, and I don't think there's a term for that. It might be because her mother Dana is played by Rosanna Arquette, whose cute overbite, neo-flowerchild sexuality and luscious figure makes me forgive her any number of bad movies or unsympathetic characters. Here Dana is not only clueless to her daughter's conduct; she seems to be competing for the gold medal in the Olympic Indulgent Mother competition. <br /><br />It's possible that Dana misses Traci's murderous streak because truth be told, Traci seems to have the criminal skills of a hamster. It's only because the script dictates so that she manages to pull off any kind of a body count.<br /><br />A particularly hilarious note in this movie is the character of Carmen, a Mexican maid who is described by Dana as around so long she's like one of the family although she dresses in what the director thought would say, ""I just fell off the tomato truck from Guadalajara."" Carmen is so wise to Traci's scheming, she might also wear a sign saying, ""Hey, I'm the Next Victim!"" Sure enough, Traci confronts Carmen as Carmen is making her way back from Mass, and bops her with one of those slightly angled lug wrenches that car manufacturers put next to your spare as a bad joke. I rather suspect than in real life those things are as useless as a murder weapon as they are for changing a tire. <br /><br />In another sequence, Arquette wears a flimsy dress to a vineyard, under cloudy skies, talking to the owner. Cut to her in another flimsy dress under sunny skies, talking to the owner's brother. Then cut to her wearing the first dress, in the first location, under cloudy skies - but it's supposed to be later. You get the picture. We're talking really bad directing.<br /><br />As for skin, don't expect much, although Traci does own a nice couple of bikinis. <br /><br />For those looking for a trash wallow, 8. For anybody else, 1/2.",oh man want internal Crow T. Robot real workout movie pop old vcr potential cut line film endless.<br /><br />(minor spoiler ahead hey care film quality spoil traci girl problem psychology develop name child develop sexual crush opposite sex parent girl sex think term mother Dana play Rosanna Arquette cute overbite neo flowerchild sexuality luscious figure make forgive number bad movie unsympathetic character Dana clueless daughter conduct compete gold medal Olympic Indulgent Mother competition < br /><br />It possible Dana miss Traci murderous streak truth tell Traci criminal skill hamster script dictate manage pull kind body count.<br /><br />A particularly hilarious note movie character Carmen mexican maid describe Dana long like family dress director think fall tomato truck Guadalajara Carmen wise Traci scheming wear sign say hey victim sure traci confront Carmen Carmen make way Mass bop slightly angle lug wrench car manufacturer spare bad joke suspect real life thing useless murder weapon change tire < br /><br />in sequence Arquette wear flimsy dress vineyard cloudy sky talk owner cut flimsy dress sunny sky talk owner brother cut wear dress location cloudy sky suppose later picture talk bad directing.<br /><br />as skin expect Traci nice couple bikini < br /><br />For look trash wallow 8 anybody 1/2,negative,positive
"The main reason people still care about ""Carlton-Browne Of The F.O."" is that it features Peter Sellers in a second-billed role. But watching this film to see Peter Sellers is a mistake.<br /><br />Sellers plays Amphibulos, a vaguely reptilian prime minister of the dirt-poor island nation of Gaillardia, formerly a British colony, now hosting a lot of Russian diggers during the height of the Cold War. Amphibulos wants to play both U.K. and Soviet interests against each other for easy profit, ""everything very friendly and all our cards under the table"". Terry-Thomas is the title character, a lazy British diplomat anxious to show Gaillardia that Great Britain hasn't forgotten them, all appearances to the contrary.<br /><br />A positive review here says: ""The reason this movie is considered average is because the comedy is understated."" I would argue that the reason ""Carlton-Browne"" is considered below average is because the comedy is non-existent.<br /><br />After a decent opening that establishes the film's only two strengths, a sympathetically doltish Terry-Thomas and John Addison's full-on larky score, things quickly slow down into a series of slow burns and lame miscommunication jokes. The low opinion of Carlton-Browne by his boss and the obscurity of Gaillardia (which no one can find on a map) is milked to death. By the time we actually reach the island (after a labored series of airsick jokes), expectations are quite low.<br /><br />They're still too high, though. The island itself, which seems to exist either in Latin America or the Mediterranean, is so pathetic its honor guard faints at the airport, and the review stand falls apart in the middle of a parade. The army is apparently still horse drawn, allowing for another lame aural gag by a thick-accented announcer: ""In war, the army uses many horse.""<br /><br />Sellers never quite takes center stage even when we're on his character's island. The plot is taken over instead by Ian Bannen as King Loris, who inherits the throne of Gaillardia after his father's assassination. Bannen is dull and plays his part as straight as it is written. Normally this would make him the likely target for scene-stealing by Sellers, but trapped behind a thick accent and greasy moustache, Sellers is only a threat to those of us who remember him far more happily in two other films made this same year, ""The Mouse That Roared"" and ""I'm All Right, Jack.""<br /><br />Strange that this film, like ""Jack"", was a Boulting Brothers production, with Roy Boulting here serving as co-director alongside Jeffrey Dell. Usually Boulting films combine wicked social satire with anything-goes comedy, but here there are only fey jabs in either direction. Amphibulos works his mangled-English vibe for all its worth (""This man is like, how do you say, the bull in the Chinese ship"") while Carlton-Browne is generally ragged on by his superior far more than he seems to deserve.<br /><br />The weakest and most protracted element of the film is young Loris's romance with Ilyena. Score one point for her being played by ravishing Luciana Paluzzi, dock one for the fact that they are apparently cousins is never addressed.<br /><br />The film winds up with a lamely staged revolution whose surprise resolution will surprise no one, and a final bit of action by Carlton-Browne that would seem to nail the lid on his coffin literally. Apparently he lives to see another day, but the film of the same name is strictly DOA.","main reason people care Carlton Browne F.O. feature Peter Sellers second bill role watch film Peter Sellers mistake.<br /><br />Sellers play Amphibulos vaguely reptilian prime minister dirt poor island nation Gaillardia british colony host lot russian digger height Cold War Amphibulos want play U.K. soviet interest easy profit friendly card table Terry Thomas title character lazy british diplomat anxious Gaillardia Great Britain forget appearance contrary.<br /><br />A positive review say reason movie consider average comedy understate argue reason Carlton Browne consider average comedy non existent.<br /><br />After decent opening establish film strength sympathetically doltish Terry Thomas John Addison larky score thing quickly slow series slow burn lame miscommunication joke low opinion Carlton Browne boss obscurity Gaillardia find map milk death time actually reach island labored series airsick joke expectation low.<br /><br />They're high island exist Latin America Mediterranean pathetic honor guard faint airport review stand fall apart middle parade army apparently horse draw allow lame aural gag thick accented announcer war army use horse ""<br /><br />seller take center stage character island plot take instead Ian Bannen King Loris inherit throne Gaillardia father assassination Bannen dull play straight write normally likely target scene stealing seller trap thick accent greasy moustache Sellers threat remember far happily film year Mouse roar right Jack ""<br /><br />strange film like Jack Boulting Brothers production Roy Boulting serve co director alongside Jeffrey Dell usually boulte film combine wicked social satire go comedy fey jabs direction Amphibulos work mangle english vibe worth man like bull chinese ship Carlton Browne generally rag superior far deserve.<br /><br />the weak protract element film young Loris romance Ilyena score point play ravish Luciana Paluzzi dock fact apparently cousin addressed.<br /><br />The film wind lamely stag revolution surprise resolution surprise final bit action Carlton Browne nail lid coffin literally apparently live day film strictly DOA",negative,positive
